Sexo;Sección;Edad (grupos quinquenales);Total
Ambos Sexos;0804001006;Total;1.445
Ambos Sexos;0804001007;Total;2.689
Ambos Sexos;0804001008;Total;1.279
Ambos Sexos;0804101001;Total;2.317
Ambos Sexos;0804101002;Total;2.348
Ambos Sexos;0804101003;Total;2.481
Ambos Sexos;0804101004;Total;2.172
Ambos Sexos;0804101005;Total;1.866
Ambos Sexos;0804101006;Total;1.844
Ambos Sexos;0804101007;Total;1.794
Ambos Sexos;0804101008;Total;2.007
Ambos Sexos;0804201001;Total;1.619
Ambos Sexos;0804201002;Total;1.537
Ambos Sexos;0804301001;Total;2.580
Ambos Sexos;0804301002;Total;2.119
Ambos Sexos;0804401001;Total;2.394
Ambos Sexos;0804402001;Total;1.272
Ambos Sexos;0804402002;Total;1.676
Ambos Sexos;0804501001;Total;84
Ambos Sexos;0804601001;Total;1.512
Ambos Sexos;0804601002;Total;1.921
Ambos Sexos;0804601003;Total;1.662
Ambos Sexos;0804602001;Total;2.506
Ambos Sexos;0804602002;Total;2.062
Ambos Sexos;0804602003;Total;1.775
Ambos Sexos;0804602004;Total;3.247
Ambos Sexos;0804603001;Total;3.739
Ambos Sexos;0804701001;Total;1.078
Ambos Sexos;0804701002;Total;1.489
Ambos Sexos;0804701003;Total;964
Ambos Sexos;0804702001;Total;1.108
Ambos Sexos;0804801001;Total;785
Ambos Sexos;0804901001;Total;1.588
Ambos Sexos;0805001001;Total;176
Ambos Sexos;0805101001;Total;1.178
Ambos Sexos;0805101002;Total;1.465
Ambos Sexos;0805101003;Total;1.903
Ambos Sexos;0805101004;Total;2.069
Ambos Sexos;0805101005;Total;1.687
Ambos Sexos;0805101006;Total;1.757
Ambos Sexos;0805101007;Total;2.444
Ambos Sexos;0805101008;Total;2.114
Ambos Sexos;0805101009;Total;2.397
Ambos Sexos;0805101010;Total;1.396
Ambos Sexos;0805101011;Total;1.203
Ambos Sexos;0805101012;Total;1.090
Ambos Sexos;0805101013;Total;2.128
Ambos Sexos;0805101014;Total;1.657
Ambos Sexos;0805201001;Total;156
Ambos Sexos;0805301001;Total;1.897
Ambos Sexos;0805301002;Total;1.822
Ambos Sexos;0805401001;Total;2.557
Ambos Sexos;0805401002;Total;1.103
Ambos Sexos;0805401003;Total;2.114
Ambos Sexos;0805401004;Total;2.387
Ambos Sexos;0805401005;Total;2.370
Ambos Sexos;0805401006;Total;2.008
Ambos Sexos;0805501001;Total;742
Ambos Sexos;0805601001;Total;1.991
Ambos Sexos;0805601002;Total;2.056
Ambos Sexos;0805601003;Total;1.794
Ambos Sexos;0805601004;Total;1.770
Ambos Sexos;0805601005;Total;2.010
Ambos Sexos;0805601006;Total;2.064
Ambos Sexos;0805601007;Total;1.827
Ambos Sexos;0805601008;Total;1.456
Ambos Sexos;0805601009;Total;1.725
Ambos Sexos;0805601010;Total;1.434
Ambos Sexos;0805602001;Total;1.903
Ambos Sexos;0805602002;Total;1.653
Ambos Sexos;0805602003;Total;1.940
Ambos Sexos;0805602004;Total;2.189
Ambos Sexos;0805602005;Total;1.103
Ambos Sexos;0805602006;Total;2.161
Ambos Sexos;0805602007;Total;1.487
Ambos Sexos;0805603001;Total;1.848
Ambos Sexos;0805603002;Total;1.230
Ambos Sexos;0805603003;Total;2.312
Ambos Sexos;0805603004;Total;1.691
Ambos Sexos;0805603005;Total;1.957
Ambos Sexos;0805603006;Total;1.018
Ambos Sexos;0805604001;Total;2.353
Ambos Sexos;0805604002;Total;1.721
Ambos Sexos;0805604003;Total;2.368
Ambos Sexos;0805604004;Total;2.353
Ambos Sexos;0805604005;Total;1.541
Ambos Sexos;0805604006;Total;1.449
Ambos Sexos;0805604007;Total;1.581
Ambos Sexos;0805605001;Total;1.814
Ambos Sexos;0805605002;Total;2.395
Ambos Sexos;0805605003;Total;1.626
Ambos Sexos;0805605004;Total;2.295
Ambos Sexos;0805605005;Total;2.140
Ambos Sexos;0805605006;Total;1.338
Ambos Sexos;0805605007;Total;1.867
Ambos Sexos;0805701001;Total;67
Ambos Sexos;0805801001;Total;2.382
Ambos Sexos;0805901001;Total;447
Ambos Sexos;0806001001;Total;162
Ambos Sexos;0806101001;Total;2.119
Ambos Sexos;0806201001;Total;1.437
Ambos Sexos;0806301001;Total;626
Ambos Sexos;0806401001;Total;2.548
Ambos Sexos;0806501001;Total;1.575
Ambos Sexos;0806601001;Total;1.933
Ambos Sexos;0806701001;Total;1.646
Ambos Sexos;0806701002;Total;1.415
Ambos Sexos;0806701003;Total;1.926
Ambos Sexos;0806701004;Total;2.526
Ambos Sexos;0806801001;Total;2.536
Ambos Sexos;0806801002;Total;2.126
Ambos Sexos;0806801003;Total;1.101
Ambos Sexos;0806801004;Total;2.505
Ambos Sexos;0806801005;Total;809
Ambos Sexos;0806901001;Total;2.553
Ambos Sexos;0806901003;Total;1.991
Ambos Sexos;0807001001;Total;359
Ambos Sexos;0807101001;Total;321
Ambos Sexos;0807201001;Total;1.352
Ambos Sexos;0807201002;Total;2.780
Ambos Sexos;0807201003;Total;1.771
Ambos Sexos;0807201004;Total;918
Ambos Sexos;0807201005;Total;1.105
Ambos Sexos;0807201006;Total;1.335
Ambos Sexos;0807201007;Total;1.048
Ambos Sexos;0807201008;Total;1.160
Ambos Sexos;0807201009;Total;768
Ambos Sexos;0807201010;Total;1.432
Ambos Sexos;0807201011;Total;1.213
Ambos Sexos;0807301001;Total;2.501
Ambos Sexos;0807301002;Total;1.694
Ambos Sexos;0807301003;Total;1.506
Ambos Sexos;0807301004;Total;2.153
Ambos Sexos;0807301005;Total;1.234
Ambos Sexos;0807301006;Total;886
Ambos Sexos;0807301007;Total;2.020
Ambos Sexos;0807301008;Total;1.936
Ambos Sexos;0807301009;Total;1.037
Ambos Sexos;0807301010;Total;1.344
Ambos Sexos;0807301011;Total;1.127
Ambos Sexos;0807301012;Total;1.100
Ambos Sexos;0807301013;Total;1.374
Ambos Sexos;0807301014;Total;1.392
Ambos Sexos;0807302001;Total;2.010
Ambos Sexos;0807302002;Total;2.778
Ambos Sexos;0807302003;Total;1.612
Ambos Sexos;0807303001;Total;1.502
Ambos Sexos;0807303002;Total;970
Ambos Sexos;0807303003;Total;940
Ambos Sexos;0807303004;Total;2.269
Ambos Sexos;0807303005;Total;1.778
Ambos Sexos;0807303006;Total;942
Ambos Sexos;0807303007;Total;1.418
Ambos Sexos;0807303008;Total;1.456
Ambos Sexos;0807303009;Total;858
Ambos Sexos;0807303010;Total;2.035
Ambos Sexos;0807304001;Total;1.300
Ambos Sexos;0807304002;Total;711
Ambos Sexos;0807304003;Total;1.457
Ambos Sexos;0807304004;Total;1.085
Ambos Sexos;0807304005;Total;738
Ambos Sexos;0807304006;Total;1.252
Ambos Sexos;0807304007;Total;1.189
Ambos Sexos;0807304008;Total;1.632
Ambos Sexos;0807304009;Total;951
Ambos Sexos;0807304010;Total;1.166
Ambos Sexos;0807304011;Total;1.108
Ambos Sexos;0807304012;Total;1.489
Ambos Sexos;0807304013;Total;1.783
Ambos Sexos;0807304014;Total;1.138
Ambos Sexos;0807304015;Total;1.128
Ambos Sexos;0807304016;Total;1.250
Ambos Sexos;0807304017;Total;1.172
Ambos Sexos;0807304018;Total;884
Ambos Sexos;0807304019;Total;953
Ambos Sexos;0807305001;Total;829
Ambos Sexos;0807305002;Total;2.017
Ambos Sexos;0807305003;Total;1.091
Ambos Sexos;0807305005;Total;931
Ambos Sexos;0807305006;Total;1.076
Ambos Sexos;0807305007;Total;1.385
Ambos Sexos;0807305008;Total;1.229
Ambos Sexos;0807305009;Total;983
Ambos Sexos;0807305010;Total;1.221
Ambos Sexos;0807306001;Total;2.770
Ambos Sexos;0807306004;Total;1.551
Ambos Sexos;0807306005;Total;1.604
Ambos Sexos;0807306007;Total;1.009
Ambos Sexos;0807306008;Total;1.521
Ambos Sexos;0807306009;Total;1.960
Ambos Sexos;0807306010;Total;1.617
Ambos Sexos;0807306013;Total;871
Ambos Sexos;0807306014;Total;918
Ambos Sexos;0807306015;Total;1.095
Ambos Sexos;0807401001;Total;1.066
Ambos Sexos;0807401002;Total;1.739
Ambos Sexos;0807401003;Total;1.791
Ambos Sexos;0807401004;Total;2.460
Ambos Sexos;0807401005;Total;2.098
Ambos Sexos;0807401006;Total;2.048
Ambos Sexos;0807401007;Total;1.490
Ambos Sexos;0807401008;Total;1.202
Ambos Sexos;0807401009;Total;917
Ambos Sexos;0807401010;Total;959
Ambos Sexos;0807501001;Total;1.601
Ambos Sexos;0807501002;Total;2.751
Ambos Sexos;0807501003;Total;1.300
Ambos Sexos;0807601001;Total;2.793
Ambos Sexos;0807601002;Total;2.114
Ambos Sexos;0807601003;Total;1.809
Ambos Sexos;0807601004;Total;2.655
Ambos Sexos;0807601005;Total;909
Ambos Sexos;0807601006;Total;1.837
Ambos Sexos;0807602001;Total;2.491
Ambos Sexos;0807602002;Total;1.782
Ambos Sexos;0807602003;Total;1.893
Ambos Sexos;0807602004;Total;1.961
Ambos Sexos;0807602005;Total;2.058
Ambos Sexos;0807701001;Total;2.525
Ambos Sexos;0807701002;Total;1.303
Ambos Sexos;0807701003;Total;1.595
Ambos Sexos;0807701004;Total;1.467
Ambos Sexos;0807701005;Total;1.701
Ambos Sexos;0807702001;Total;1.392
Ambos Sexos;0807702002;Total;1.409
Ambos Sexos;0807702003;Total;1.705
Ambos Sexos;0807702004;Total;1.469
Ambos Sexos;0807702005;Total;1.689
Ambos Sexos;0807702006;Total;1.819
Ambos Sexos;0807703001;Total;1.550
Ambos Sexos;0807703002;Total;2.086
Ambos Sexos;0807704001;Total;931
Ambos Sexos;0807705001;Total;816
Ambos Sexos;0807706001;Total;805
Ambos Sexos;0807707001;Total;1.188
Ambos Sexos;0807708001;Total;2.009
Ambos Sexos;0807708002;Total;2.209
Ambos Sexos;0807709001;Total;1.702
Ambos Sexos;0807709002;Total;1.850
Ambos Sexos;0807710001;Total;1.944
Ambos Sexos;0807710002;Total;1.420
Ambos Sexos;0807710003;Total;2.220
Ambos Sexos;0807710004;Total;1.558
Ambos Sexos;0807710005;Total;1.319
Ambos Sexos;0807710006;Total;1.710
Ambos Sexos;0807710007;Total;1.557
Ambos Sexos;0807710008;Total;2.202
Ambos Sexos;0807801001;Total;242
Ambos Sexos;0807901001;Total;408
Ambos Sexos;0808001001;Total;43
Ambos Sexos;0808101001;Total;475
Ambos Sexos;0808201001;Total;1.469
Ambos Sexos;0808301001;Total;2.265
Ambos Sexos;0808401001;Total;1.459
Ambos Sexos;0808501001;Total;1.414
Ambos Sexos;0808601001;Total;2.351
Ambos Sexos;0808601002;Total;2.529
Ambos Sexos;0808601003;Total;2.044
Ambos Sexos;0808601004;Total;1.512
Ambos Sexos;0808601005;Total;2.010
Ambos Sexos;0808601006;Total;1.940
Ambos Sexos;0808601007;Total;1.831
Ambos Sexos;0808601008;Total;1.576
Ambos Sexos;0808601009;Total;1.463
Ambos Sexos;0808601010;Total;761
Ambos Sexos;0808602001;Total;2.347
Ambos Sexos;0808701001;Total;167
Ambos Sexos;0808801001;Total;2.431
Ambos Sexos;0808801002;Total;2.154
Ambos Sexos;0808801003;Total;1.225
Ambos Sexos;0808801004;Total;1.593
Ambos Sexos;0808802001;Total;1.041
Ambos Sexos;0808802002;Total;2.038
Ambos Sexos;0808802003;Total;2.503
Ambos Sexos;0808802004;Total;883
Ambos Sexos;0808802005;Total;1.929
Ambos Sexos;0808802006;Total;871
Ambos Sexos;0808901001;Total;1.838
Ambos Sexos;0808901002;Total;1.672
Ambos Sexos;0808901003;Total;1.838
Ambos Sexos;0808901004;Total;1.917
Ambos Sexos;0808901005;Total;1.386
Ambos Sexos;0808901006;Total;1.110
Ambos Sexos;0808901007;Total;2.526
Ambos Sexos;0808901008;Total;2.994
Ambos Sexos;0808902001;Total;2.116
Ambos Sexos;0808902002;Total;1.100
Ambos Sexos;0808902003;Total;1.035
Ambos Sexos;0808902004;Total;1.728
Ambos Sexos;0808902005;Total;1.404
Ambos Sexos;0808902006;Total;1.648
Ambos Sexos;0808902007;Total;919
Ambos Sexos;0808902008;Total;1.568
Ambos Sexos;0808902009;Total;1.749
Ambos Sexos;0808902010;Total;1.000
Ambos Sexos;0808903001;Total;1.253
Ambos Sexos;0808903002;Total;1.152
Ambos Sexos;0808903003;Total;2.183
Ambos Sexos;0808903004;Total;1.610
Ambos Sexos;0808903005;Total;1.997
Ambos Sexos;0808903006;Total;1.146
Ambos Sexos;0808903007;Total;981
Ambos Sexos;0808903008;Total;3.013
Ambos Sexos;0808904001;Total;2.315
Ambos Sexos;0808904002;Total;1.859
Ambos Sexos;0809001001;Total;183
Ambos Sexos;0809101001;Total;2.498
Ambos Sexos;0809101002;Total;2.528
Ambos Sexos;0809102001;Total;2.644
Ambos Sexos;0809201001;Total;1.579
Ambos Sexos;0809202001;Total;507
Ambos Sexos;0809202002;Total;1.496
Ambos Sexos;0809202003;Total;1.364
Ambos Sexos;0809301001;Total;26
Ambos Sexos;0809401001;Total;2.208
Ambos Sexos;0809501001;Total;77
Ambos Sexos;0809601001;Total;2.286
Ambos Sexos;0809601003;Total;1.827
Ambos Sexos;0809601004;Total;2.616
Ambos Sexos;0809601005;Total;1.821
Ambos Sexos;0809601006;Total;1.390
Ambos Sexos;0809601009;Total;2.676
Ambos Sexos;0809601010;Total;1.741
Ambos Sexos;0809601011;Total;1.957
Ambos Sexos;0809602001;Total;2.148
Ambos Sexos;0809602002;Total;1.378
Ambos Sexos;0809602003;Total;701
Ambos Sexos;0809602004;Total;1.878
Ambos Sexos;0809602005;Total;1.762
Ambos Sexos;0809602006;Total;2.191
Ambos Sexos;0809602007;Total;1.478
Ambos Sexos;0809603001;Total;2.314
Ambos Sexos;0809603002;Total;2.040
Ambos Sexos;0809603003;Total;1.531
Ambos Sexos;0809603004;Total;2.018
Ambos Sexos;0809603005;Total;1.789
Ambos Sexos;0809603006;Total;1.374
Ambos Sexos;0809603007;Total;1.062
Ambos Sexos;0809603008;Total;1.368
Ambos Sexos;0809603009;Total;1.112
Ambos Sexos;0809603010;Total;1.461
Ambos Sexos;0809604001;Total;2.347
Ambos Sexos;0809604002;Total;2.265
Ambos Sexos;0809604003;Total;1.113
Ambos Sexos;0809604004;Total;2.009
Ambos Sexos;0809604006;Total;1.131
Ambos Sexos;0809604007;Total;2.431
Ambos Sexos;0809604008;Total;1.475
Ambos Sexos;0809604009;Total;1.740
Ambos Sexos;0809604010;Total;2.307
Ambos Sexos;0809604011;Total;1.682
Ambos Sexos;0809701001;Total;1.548
Ambos Sexos;0809801001;Total;1.822
Ambos Sexos;0809801002;Total;1.399
Ambos Sexos;0809901001;Total;941
Ambos Sexos;0810001001;Total;879
Ambos Sexos;0810001002;Total;1.834
Ambos Sexos;0810101001;Total;1.673
Ambos Sexos;0810101002;Total;1.497
Ambos Sexos;0810101003;Total;792
Ambos Sexos;0810101004;Total;857
Ambos Sexos;0810101005;Total;1.162
Ambos Sexos;0810101006;Total;1.664
Ambos Sexos;0810101007;Total;1.576
Ambos Sexos;0810101008;Total;1.464
Ambos Sexos;0810101009;Total;1.121
Ambos Sexos;0810101010;Total;1.092
Ambos Sexos;0810101011;Total;795
Ambos Sexos;0810101012;Total;1.665
Ambos Sexos;0810101013;Total;1.653
Ambos Sexos;0810101014;Total;1.484
Ambos Sexos;0810101015;Total;1.284
Ambos Sexos;0810101016;Total;1.452
Ambos Sexos;0810101017;Total;1.862
Ambos Sexos;0810101018;Total;1.622
Ambos Sexos;0810101019;Total;1.222
Ambos Sexos;0810101020;Total;1.678
Ambos Sexos;0810101021;Total;878
Ambos Sexos;0810101022;Total;994
Ambos Sexos;0810101023;Total;1.225
Ambos Sexos;0810101024;Total;832
Ambos Sexos;0810101025;Total;1.570
Ambos Sexos;0810101026;Total;1.012
Ambos Sexos;0810101027;Total;756
Ambos Sexos;0810101028;Total;1.052
Ambos Sexos;0810101029;Total;1.080
Ambos Sexos;0810101030;Total;1.052
Ambos Sexos;0810101031;Total;1.321
Ambos Sexos;0810101032;Total;2.199
Ambos Sexos;0810101033;Total;873
Ambos Sexos;0810101034;Total;1.363
Ambos Sexos;0810101035;Total;1.494
Ambos Sexos;0810101036;Total;1.235
Ambos Sexos;0810101037;Total;1.466
Ambos Sexos;0810101038;Total;757
Ambos Sexos;0810101039;Total;928
Ambos Sexos;0810101040;Total;1.038
Ambos Sexos;0810101041;Total;1.613
Ambos Sexos;0810102001;Total;1.666
Ambos Sexos;0810102002;Total;1.812
Ambos Sexos;0810102004;Total;1.624
Ambos Sexos;0810102005;Total;992
Ambos Sexos;0810102007;Total;1.866
Ambos Sexos;0810102008;Total;1.666
Ambos Sexos;0810102009;Total;1.069
Ambos Sexos;0810102010;Total;868
Ambos Sexos;0810102011;Total;1.394
Ambos Sexos;0810102012;Total;1.458
Ambos Sexos;0810102013;Total;1.004
Ambos Sexos;0810102014;Total;2.353
Ambos Sexos;0810102016;Total;1.328
Ambos Sexos;0810102017;Total;1.466
Ambos Sexos;0810102020;Total;1.748
Ambos Sexos;0810102021;Total;2.045
Ambos Sexos;0810102023;Total;1.265
Ambos Sexos;0810102024;Total;1.211
Ambos Sexos;0810102026;Total;1.888
Ambos Sexos;0810102028;Total;2.317
Ambos Sexos;0810102029;Total;1.889
Ambos Sexos;0810102031;Total;1.332
Ambos Sexos;0810102032;Total;1.161
Ambos Sexos;0810102033;Total;1.012
Ambos Sexos;0810102034;Total;1.076
Ambos Sexos;0810102036;Total;1.077
Ambos Sexos;0810102037;Total;1.440
Ambos Sexos;0810102038;Total;1.008
Ambos Sexos;0810102039;Total;1.154
Ambos Sexos;0810102040;Total;1.803
Ambos Sexos;0810102042;Total;1.240
Ambos Sexos;0810102043;Total;1.646
Ambos Sexos;0810102045;Total;1.163
Ambos Sexos;0810102046;Total;1.292
Ambos Sexos;0810102047;Total;1.338
Ambos Sexos;0810102048;Total;1.289
Ambos Sexos;0810102049;Total;1.062
Ambos Sexos;0810103001;Total;1.435
Ambos Sexos;0810103002;Total;1.417
Ambos Sexos;0810103003;Total;1.630
Ambos Sexos;0810103004;Total;1.889
Ambos Sexos;0810103005;Total;1.635
Ambos Sexos;0810103006;Total;1.636
Ambos Sexos;0810103007;Total;1.304
Ambos Sexos;0810103008;Total;2.019
Ambos Sexos;0810103009;Total;1.234
Ambos Sexos;0810103010;Total;978
Ambos Sexos;0810103011;Total;1.571
Ambos Sexos;0810103012;Total;1.870
Ambos Sexos;0810103013;Total;1.912
Ambos Sexos;0810103014;Total;2.294
Ambos Sexos;0810103015;Total;1.812
Ambos Sexos;0810103016;Total;2.084
Ambos Sexos;0810103017;Total;1.149
Ambos Sexos;0810103018;Total;804
Ambos Sexos;0810103019;Total;1.719
Ambos Sexos;0810103020;Total;1.774
Ambos Sexos;0810103021;Total;2.239
Ambos Sexos;0810103022;Total;1.364
Ambos Sexos;0810103023;Total;1.821
Ambos Sexos;0810103024;Total;1.119
Ambos Sexos;0810103025;Total;1.832
Ambos Sexos;0810103026;Total;1.453
Ambos Sexos;0810103027;Total;1.243
Ambos Sexos;0810103028;Total;1.669
Ambos Sexos;0810103029;Total;1.576
Ambos Sexos;0810104001;Total;1.253
Ambos Sexos;0810104002;Total;932
Ambos Sexos;0810104003;Total;1.243
Ambos Sexos;0810104004;Total;1.408
Ambos Sexos;0810104005;Total;1.860
Ambos Sexos;0810104006;Total;1.432
Ambos Sexos;0810104007;Total;1.058
Ambos Sexos;0810104009;Total;2.021
Ambos Sexos;0810104010;Total;1.735
Ambos Sexos;0810104011;Total;1.023
Ambos Sexos;0810104012;Total;1.602
Ambos Sexos;0810104014;Total;1.925
Ambos Sexos;0810104016;Total;1.467
Ambos Sexos;0810104018;Total;1.427
Ambos Sexos;0810104019;Total;2.086
Ambos Sexos;0810104020;Total;2.135
Ambos Sexos;0810104021;Total;1.273
Ambos Sexos;0810104022;Total;1.287
Ambos Sexos;0810104023;Total;1.079
Ambos Sexos;0810104025;Total;1.103
Ambos Sexos;0810104026;Total;1.069
Ambos Sexos;0810104027;Total;1.706
Ambos Sexos;0810104030;Total;1.145
Ambos Sexos;0810104031;Total;1.687
Ambos Sexos;0810104032;Total;1.348
Ambos Sexos;0810104033;Total;1.878
Ambos Sexos;0810104035;Total;1.200
Ambos Sexos;0810104036;Total;1.616
Ambos Sexos;0810104037;Total;1.710
Ambos Sexos;0810104040;Total;1.064
Ambos Sexos;0810104041;Total;2.090
Ambos Sexos;0810105001;Total;1.027
Ambos Sexos;0810105002;Total;1.602
Ambos Sexos;0810105003;Total;714
Ambos Sexos;0810105004;Total;1.050
Ambos Sexos;0810105005;Total;1.179
Ambos Sexos;0810105006;Total;1.712
Ambos Sexos;0810105007;Total;857
Ambos Sexos;0810105008;Total;1.534
Ambos Sexos;0810105010;Total;1.062
Ambos Sexos;0810105011;Total;2.328
Ambos Sexos;0810105013;Total;1.595
Ambos Sexos;0810105014;Total;1.481
Ambos Sexos;0810105017;Total;2.144
Ambos Sexos;0810105018;Total;1.121
Ambos Sexos;0810105020;Total;890
Ambos Sexos;0810105021;Total;941
Ambos Sexos;0810105023;Total;1.423
Ambos Sexos;0810105024;Total;1.399
Ambos Sexos;0810105025;Total;915
Ambos Sexos;0810105026;Total;1.923
Ambos Sexos;0810105028;Total;1.235
Ambos Sexos;0810105029;Total;1.373
Ambos Sexos;0810105030;Total;1.785
Ambos Sexos;0810105031;Total;1.009
Ambos Sexos;0810105032;Total;1.379
Ambos Sexos;0810105033;Total;1.894
Ambos Sexos;0810105034;Total;1.029
Ambos Sexos;0810105035;Total;963
Ambos Sexos;0810105037;Total;1.315
Ambos Sexos;0810105038;Total;1.342
Ambos Sexos;0810106001;Total;1.979
Ambos Sexos;0810106002;Total;1.201
Ambos Sexos;0810106005;Total;1.664
Ambos Sexos;0810106006;Total;1.028
Ambos Sexos;0810106007;Total;995
Ambos Sexos;0810106008;Total;1.273
Ambos Sexos;0810106009;Total;828
Ambos Sexos;0810106010;Total;1.163
Ambos Sexos;0810106011;Total;1.793
Ambos Sexos;0810106012;Total;986
Ambos Sexos;0810106013;Total;1.165
Ambos Sexos;0810106014;Total;956
Ambos Sexos;0810106015;Total;791
Ambos Sexos;0810106016;Total;2.097
Ambos Sexos;0810106017;Total;911
Ambos Sexos;0810106018;Total;1.123
Ambos Sexos;0810106019;Total;1.277
Ambos Sexos;0810106021;Total;1.368
Ambos Sexos;0810106022;Total;789
Ambos Sexos;0810106023;Total;1.371
Ambos Sexos;0810106024;Total;1.041
Ambos Sexos;0810106025;Total;1.168
Ambos Sexos;0810106026;Total;879
Ambos Sexos;0810106027;Total;881
Ambos Sexos;0810106030;Total;813
Ambos Sexos;0810106031;Total;999
Ambos Sexos;0810106032;Total;903
Ambos Sexos;0810201001;Total;2.090
Ambos Sexos;0810202001;Total;978
Ambos Sexos;0810202002;Total;1.347
Ambos Sexos;0810202003;Total;1.698
Ambos Sexos;0810203001;Total;1.394
Ambos Sexos;0810203002;Total;2.070
Ambos Sexos;0810203003;Total;1.287
Ambos Sexos;0810203004;Total;2.050
Ambos Sexos;0810203005;Total;1.105
Ambos Sexos;0810203006;Total;1.884
Ambos Sexos;0810203007;Total;2.207
Ambos Sexos;0810203008;Total;1.470
Ambos Sexos;0810203009;Total;1.914
Ambos Sexos;0810203010;Total;1.585
Ambos Sexos;0810204001;Total;1.082
Ambos Sexos;0810204002;Total;1.162
Ambos Sexos;0810204003;Total;1.160
Ambos Sexos;0810204004;Total;1.253
Ambos Sexos;0810204005;Total;1.735
Ambos Sexos;0810205001;Total;1.639
Ambos Sexos;0810205002;Total;1.715
Ambos Sexos;0810205003;Total;2.055
Ambos Sexos;0810205004;Total;1.459
Ambos Sexos;0810205005;Total;828
Ambos Sexos;0810205006;Total;1.049
Ambos Sexos;0810205007;Total;2.526
Ambos Sexos;0810301001;Total;833
Ambos Sexos;0810401001;Total;903
Ambos Sexos;0810501001;Total;1.757
Ambos Sexos;0810501002;Total;1.658
Ambos Sexos;0810501003;Total;1.538
Ambos Sexos;0810501004;Total;1.489
Ambos Sexos;0810501005;Total;1.648
Ambos Sexos;0810501006;Total;1.323
Ambos Sexos;0810501007;Total;1.403
Ambos Sexos;0810501008;Total;1.114
Ambos Sexos;0810501009;Total;1.657
Ambos Sexos;0810601001;Total;1.584
Ambos Sexos;0810601002;Total;2.070
Ambos Sexos;0810602001;Total;2.120
Ambos Sexos;0810602002;Total;1.287
Ambos Sexos;0810602003;Total;1.568
Ambos Sexos;0810602004;Total;1.389
Ambos Sexos;0810701001;Total;1.974
Ambos Sexos;0810701002;Total;1.417
Ambos Sexos;0810701003;Total;1.358
Ambos Sexos;0810701004;Total;1.887
Ambos Sexos;0810701005;Total;1.678
Ambos Sexos;0810701006;Total;1.136
Ambos Sexos;0810701007;Total;1.646
Ambos Sexos;0810701008;Total;1.541
Ambos Sexos;0810701009;Total;1.345
Ambos Sexos;0810701010;Total;1.487
Ambos Sexos;0810801001;Total;1.881
Ambos Sexos;0810801002;Total;1.808
Ambos Sexos;0810801003;Total;1.628
Ambos Sexos;0810801004;Total;1.180
Ambos Sexos;0810901001;Total;276
Ambos Sexos;0811001001;Total;1.589
Ambos Sexos;0811001002;Total;2.556
Ambos Sexos;0811001003;Total;2.256
Ambos Sexos;0811001004;Total;1.972
Ambos Sexos;0811001005;Total;1.699
Ambos Sexos;0811001006;Total;2.476
Ambos Sexos;0811002001;Total;1.807
Ambos Sexos;0811002002;Total;2.315
Ambos Sexos;0811002003;Total;2.102
Ambos Sexos;0811101001;Total;272
Ambos Sexos;0811201001;Total;2.170
Ambos Sexos;0811201002;Total;1.136
Ambos Sexos;0811202001;Total;1.628
Ambos Sexos;0811202002;Total;1.784
Ambos Sexos;0811202003;Total;1.293
Ambos Sexos;0811202004;Total;1.810
Ambos Sexos;0811203001;Total;1.656
Ambos Sexos;0811203002;Total;2.209
Ambos Sexos;0811203003;Total;2.425
Ambos Sexos;0811203004;Total;1.825
Ambos Sexos;0811204001;Total;1.004
Ambos Sexos;0811204002;Total;1.972
Ambos Sexos;0811301001;Total;1.133
Ambos Sexos;0811301002;Total;1.091
Ambos Sexos;0811302001;Total;1.001
Ambos Sexos;0811302002;Total;2.069
Ambos Sexos;0811302003;Total;1.917
Ambos Sexos;0811302004;Total;2.072
Ambos Sexos;0811302005;Total;2.293
Ambos Sexos;0811302006;Total;832
Ambos Sexos;0811302007;Total;1.389
Ambos Sexos;0811302008;Total;1.156
Ambos Sexos;0811302009;Total;2.032
Ambos Sexos;0811302010;Total;1.793
Ambos Sexos;0811302011;Total;1.797
Ambos Sexos;0811302012;Total;1.440
Ambos Sexos;0811302013;Total;1.561
Ambos Sexos;0811302014;Total;1.091
Ambos Sexos;0811303001;Total;1.238
Ambos Sexos;0811303002;Total;1.091
Ambos Sexos;0811303004;Total;1.593
Ambos Sexos;0811303005;Total;2.699
Ambos Sexos;0811303006;Total;1.139
Ambos Sexos;0811304001;Total;2.153
Ambos Sexos;0811304003;Total;996
Ambos Sexos;0811304004;Total;2.019
Ambos Sexos;0811304005;Total;1.668
Ambos Sexos;0811304006;Total;1.873
Ambos Sexos;0811304007;Total;2.186
Ambos Sexos;0811304008;Total;1.492
Ambos Sexos;0811304009;Total;1.595
Ambos Sexos;0811304011;Total;1.006
Ambos Sexos;0811304012;Total;1.001
Ambos Sexos;0811304013;Total;1.605
Ambos Sexos;0811304014;Total;1.792
Ambos Sexos;0811304015;Total;2.673
Ambos Sexos;0811305001;Total;1.248
Ambos Sexos;0811305002;Total;1.679
Ambos Sexos;0811305003;Total;1.505
Ambos Sexos;0811305004;Total;943
Ambos Sexos;0811305005;Total;2.384
Ambos Sexos;0811305006;Total;1.908
Ambos Sexos;0811305007;Total;478
Ambos Sexos;0811305008;Total;792
