Sexo;Sección;Edad (grupos quinquenales);Total
Ambos Sexos;0827905021;Total;1.745
Ambos Sexos;0827905022;Total;777
Ambos Sexos;0827905023;Total;1.791
Ambos Sexos;0827905024;Total;1.523
Ambos Sexos;0827905025;Total;1.208
Ambos Sexos;0827905026;Total;1.216
Ambos Sexos;0827905027;Total;1.217
Ambos Sexos;0827905028;Total;1.223
Ambos Sexos;0827905029;Total;1.409
Ambos Sexos;0827906001;Total;1.232
Ambos Sexos;0827906002;Total;1.869
Ambos Sexos;0827906003;Total;2.285
Ambos Sexos;0827906004;Total;1.524
Ambos Sexos;0827906005;Total;1.643
Ambos Sexos;0827906006;Total;1.576
Ambos Sexos;0827906008;Total;2.282
Ambos Sexos;0827906009;Total;1.344
Ambos Sexos;0827906010;Total;2.109
Ambos Sexos;0827906011;Total;1.655
Ambos Sexos;0827906012;Total;1.400
Ambos Sexos;0827906013;Total;1.000
Ambos Sexos;0827906014;Total;1.264
Ambos Sexos;0827906016;Total;1.793
Ambos Sexos;0827906018;Total;1.311
Ambos Sexos;0827906020;Total;1.966
Ambos Sexos;0827906023;Total;1.447
Ambos Sexos;0827906024;Total;2.521
Ambos Sexos;0827906025;Total;2.096
Ambos Sexos;0827906026;Total;1.684
Ambos Sexos;0827906027;Total;1.292
Ambos Sexos;0827906028;Total;1.571
Ambos Sexos;0827906029;Total;1.115
Ambos Sexos;0827906030;Total;801
Ambos Sexos;0827906031;Total;1.018
Ambos Sexos;0827906032;Total;899
Ambos Sexos;0827906033;Total;1.555
Ambos Sexos;0827907001;Total;2.865
Ambos Sexos;0827907002;Total;2.003
Ambos Sexos;0827907003;Total;1.721
Ambos Sexos;0827907004;Total;2.262
Ambos Sexos;0828001001;Total;105
Ambos Sexos;0828101001;Total;2.133
Ambos Sexos;0828101002;Total;2.361
Ambos Sexos;0828101003;Total;1.933
Ambos Sexos;0828201001;Total;2.564
Ambos Sexos;0828201002;Total;2.172
Ambos Sexos;0828201003;Total;1.148
Ambos Sexos;0828201004;Total;1.687
Ambos Sexos;0828201005;Total;1.374
Ambos Sexos;0828301001;Total;2.441
Ambos Sexos;0828301002;Total;1.788
Ambos Sexos;0828301003;Total;2.353
Ambos Sexos;0828301004;Total;1.774
Ambos Sexos;0828401001;Total;2.351
Ambos Sexos;0828401002;Total;1.741
Ambos Sexos;0828401003;Total;2.158
Ambos Sexos;0828401004;Total;2.500
Ambos Sexos;0828402001;Total;2.947
Ambos Sexos;0828402002;Total;3.170
Ambos Sexos;0828402003;Total;2.652
Ambos Sexos;0828501001;Total;1.039
Ambos Sexos;0828501002;Total;2.143
Ambos Sexos;0828501004;Total;2.205
Ambos Sexos;0828502001;Total;2.030
Ambos Sexos;0828502002;Total;1.446
Ambos Sexos;0828503001;Total;1.849
Ambos Sexos;0828503002;Total;1.488
Ambos Sexos;0828503003;Total;2.200
Ambos Sexos;0828601001;Total;2.265
Ambos Sexos;0828601002;Total;1.476
Ambos Sexos;0828701001;Total;1.422
Ambos Sexos;0828801001;Total;2.398
Ambos Sexos;0828901001;Total;1.347
Ambos Sexos;0828901002;Total;1.551
Ambos Sexos;0828901003;Total;2.040
Ambos Sexos;0828901004;Total;1.135
Ambos Sexos;0829001001;Total;2.089
Ambos Sexos;0829101001;Total;1.498
Ambos Sexos;0829101002;Total;2.238
Ambos Sexos;0829101003;Total;1.915
Ambos Sexos;0829101004;Total;1.181
Ambos Sexos;0829201001;Total;1.357
Ambos Sexos;0829301001;Total;249
Ambos Sexos;0829401001;Total;2.988
Ambos Sexos;0829501001;Total;2.712
Ambos Sexos;0829501002;Total;2.478
Ambos Sexos;0829501003;Total;1.769
Ambos Sexos;0829501004;Total;1.019
Ambos Sexos;0829501005;Total;1.271
Ambos Sexos;0829501006;Total;1.922
Ambos Sexos;0829501007;Total;2.805
Ambos Sexos;0829501008;Total;1.336
Ambos Sexos;0829601001;Total;2.558
Ambos Sexos;0829701001;Total;175
Ambos Sexos;0829801001;Total;2.716
Ambos Sexos;0829802001;Total;1.421
Ambos Sexos;0829802002;Total;2.286
Ambos Sexos;0829802003;Total;2.325
Ambos Sexos;0829802004;Total;2.087
Ambos Sexos;0829802005;Total;2.357
Ambos Sexos;0829802006;Total;2.161
Ambos Sexos;0829803001;Total;1.293
Ambos Sexos;0829803003;Total;2.603
Ambos Sexos;0829803004;Total;1.079
Ambos Sexos;0829803005;Total;3.642
Ambos Sexos;0829803006;Total;1.958
Ambos Sexos;0829803007;Total;2.443
Ambos Sexos;0829803008;Total;2.523
Ambos Sexos;0829803009;Total;838
Ambos Sexos;0829803010;Total;996
Ambos Sexos;0829803011;Total;1.727
Ambos Sexos;0829803012;Total;2.266
Ambos Sexos;0829803013;Total;950
Ambos Sexos;0829804001;Total;2.874
Ambos Sexos;0829804002;Total;2.942
Ambos Sexos;0829804003;Total;1.325
Ambos Sexos;0829804004;Total;2.094
Ambos Sexos;0829805001;Total;724
Ambos Sexos;0829901001;Total;419
Ambos Sexos;0830001001;Total;1.997
Ambos Sexos;0830001002;Total;2.379
Ambos Sexos;0830001003;Total;1.362
Ambos Sexos;0830001004;Total;1.110
Ambos Sexos;0830001006;Total;697
Ambos Sexos;0830101001;Total;1.415
Ambos Sexos;0830101002;Total;2.962
Ambos Sexos;0830101003;Total;2.641
Ambos Sexos;0830101004;Total;1.795
Ambos Sexos;0830101005;Total;842
Ambos Sexos;0830101006;Total;1.626
Ambos Sexos;0830101007;Total;1.332
Ambos Sexos;0830101008;Total;1.301
Ambos Sexos;0830101009;Total;1.304
Ambos Sexos;0830101010;Total;1.393
Ambos Sexos;0830101011;Total;1.609
Ambos Sexos;0830101012;Total;982
Ambos Sexos;0830101013;Total;1.242
Ambos Sexos;0830101014;Total;2.388
Ambos Sexos;0830101015;Total;777
Ambos Sexos;0830101016;Total;1.782
Ambos Sexos;0830102001;Total;1.368
Ambos Sexos;0830102002;Total;1.521
Ambos Sexos;0830102003;Total;1.973
Ambos Sexos;0830102004;Total;1.101
Ambos Sexos;0830102005;Total;1.038
Ambos Sexos;0830102006;Total;1.456
Ambos Sexos;0830102007;Total;1.486
Ambos Sexos;0830102008;Total;1.381
Ambos Sexos;0830102009;Total;1.602
Ambos Sexos;0830102010;Total;1.528
Ambos Sexos;0830102011;Total;1.097
Ambos Sexos;0830102012;Total;1.398
Ambos Sexos;0830102013;Total;1.598
Ambos Sexos;0830102014;Total;1.033
Ambos Sexos;0830102015;Total;1.853
Ambos Sexos;0830102016;Total;1.825
Ambos Sexos;0830102017;Total;1.803
Ambos Sexos;0830102018;Total;880
Ambos Sexos;0830102019;Total;783
Ambos Sexos;0830102020;Total;1.749
Ambos Sexos;0830102021;Total;1.177
Ambos Sexos;0830102022;Total;1.754
Ambos Sexos;0830102023;Total;1.189
Ambos Sexos;0830102024;Total;951
Ambos Sexos;0830102025;Total;1.912
Ambos Sexos;0830102026;Total;1.620
Ambos Sexos;0830102027;Total;1.033
Ambos Sexos;0830102028;Total;1.333
Ambos Sexos;0830102029;Total;2.364
Ambos Sexos;0830201001;Total;1.858
Ambos Sexos;0830201002;Total;1.956
Ambos Sexos;0830201003;Total;2.018
Ambos Sexos;0830201004;Total;1.753
Ambos Sexos;0830201005;Total;2.117
Ambos Sexos;0830201006;Total;1.180
Ambos Sexos;0830201007;Total;1.714
Ambos Sexos;0830301001;Total;312
Ambos Sexos;0830401001;Total;1.102
Ambos Sexos;0830501001;Total;1.603
Ambos Sexos;0830501002;Total;2.531
Ambos Sexos;0830501003;Total;1.079
Ambos Sexos;0830502001;Total;2.174
Ambos Sexos;0830502002;Total;1.831
Ambos Sexos;0830502003;Total;1.610
Ambos Sexos;0830502004;Total;1.857
Ambos Sexos;0830502005;Total;2.108
Ambos Sexos;0830502006;Total;2.480
Ambos Sexos;0830503001;Total;1.624
Ambos Sexos;0830503002;Total;1.155
Ambos Sexos;0830503003;Total;2.865
Ambos Sexos;0830503004;Total;1.600
Ambos Sexos;0830504001;Total;1.801
Ambos Sexos;0830504002;Total;1.773
Ambos Sexos;0830504003;Total;1.633
Ambos Sexos;0830504004;Total;1.434
Ambos Sexos;0830504005;Total;2.237
Ambos Sexos;0830504006;Total;1.252
Ambos Sexos;0830504007;Total;1.202
Ambos Sexos;0830504008;Total;2.423
Ambos Sexos;0830504009;Total;1.882
Ambos Sexos;0830601001;Total;753
Ambos Sexos;0830701001;Total;2.195
Ambos Sexos;0830701002;Total;1.096
Ambos Sexos;0830701003;Total;2.055
Ambos Sexos;0830701004;Total;1.019
Ambos Sexos;0830701005;Total;925
Ambos Sexos;0830701006;Total;1.714
Ambos Sexos;0830701007;Total;2.179
Ambos Sexos;0830701008;Total;2.349
Ambos Sexos;0830701009;Total;1.836
Ambos Sexos;0830701010;Total;1.255
Ambos Sexos;0830701011;Total;1.609
Ambos Sexos;0830702001;Total;3.695
Ambos Sexos;0830702002;Total;2.241
Ambos Sexos;0830702003;Total;1.943
Ambos Sexos;0830702004;Total;2.225
Ambos Sexos;0830702005;Total;586
Ambos Sexos;0830702006;Total;1.563
Ambos Sexos;0830702007;Total;2.501
Ambos Sexos;0830703001;Total;831
Ambos Sexos;0830703002;Total;1.413
Ambos Sexos;0830703003;Total;1.270
Ambos Sexos;0830703004;Total;2.792
Ambos Sexos;0830703005;Total;1.662
Ambos Sexos;0830704001;Total;1.237
Ambos Sexos;0830704002;Total;819
Ambos Sexos;0830704003;Total;899
Ambos Sexos;0830704004;Total;1.864
Ambos Sexos;0830704005;Total;1.968
Ambos Sexos;0830704006;Total;1.838
Ambos Sexos;0830704007;Total;3.945
Ambos Sexos;0830704008;Total;1.109
Ambos Sexos;0830704009;Total;1.106
Ambos Sexos;0830704010;Total;1.905
Ambos Sexos;0830704011;Total;1.838
Ambos Sexos;0830704012;Total;1.491
Ambos Sexos;0830704013;Total;1.430
Ambos Sexos;0830704014;Total;1.988
Ambos Sexos;0830704015;Total;1.794
Ambos Sexos;0830704016;Total;1.548
Ambos Sexos;0830801001;Total;172
Ambos Sexos;0890101001;Total;271
Ambos Sexos;0890201001;Total;2.437
Ambos Sexos;0890201002;Total;1.348
Ambos Sexos;0890201003;Total;1.718
Ambos Sexos;0890301001;Total;229
Ambos Sexos;0890401001;Total;1.049
Ambos Sexos;0890401002;Total;900
Ambos Sexos;0890401003;Total;1.183
Ambos Sexos;0890401004;Total;1.187
Ambos Sexos;0890401005;Total;1.209
Ambos Sexos;0890401006;Total;1.383
Ambos Sexos;0890401007;Total;1.050
Ambos Sexos;0890401008;Total;1.186
Ambos Sexos;0890401009;Total;1.109
Ambos Sexos;0890401010;Total;866
Ambos Sexos;0890401011;Total;1.148
Ambos Sexos;0890401012;Total;1.145
Ambos Sexos;0890501001;Total;1.535
Ambos Sexos;0890501002;Total;1.457
